시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수,WGS84위도,WGS84경도
시흥시,2014   ,2014-10-29 12시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,1,0,0,37.34489202,126.68881941
화성시,2014   ,2014-10-29 07시,주간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.1322211,127.02231454
화성시,2014   ,2014-10-28 19시,야간,화요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,경형,보행자,보행자,1,0,1,0,0,37.21256336,126.94377293
포천시,2014   ,2014-10-28 19시,야간,화요일,차대사람,횡단중,신호위반,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,38.03901526,127.2645379
성남시,2014   ,2014-10-28 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.40440226,127.12362775
부천시,2014   ,2014-10-27 04시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,1,0,0,37.52397279,126.81550037
평택시,2014   ,2014-10-27 00시,야간,월요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1,0,1,0,0,37.01348931,127.00129641
수원시,2014   ,2014-10-26 22시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,횡단보도상,이륜차,소형,보행자,보행자,1,1,2,0,0,37.29994909,127.00794147
포천시,2014   ,2014-10-26 20시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1,0,1,0,0,37.82748978,127.14881774
화성시,2014   ,2014-10-26 19시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.17035982,126.87678005
파주시,2014   ,2014-10-26 19시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.71240477,126.74598143
양평군,2014   ,2014-10-26 18시,야간,일요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,농기계,농기계,1,0,1,0,0,37.41378894,127.76152742
용인시,2014   ,2014-10-26 05시,야간,일요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.2921224,127.15197592
하남시,2014   ,2014-10-26 04시,야간,일요일,차량단독,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,2,3,0,0,37.49584135,127.19025428
양주시,2014   ,2014-10-25 17시,주간,토요일,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로부근,자전거,자전거,화물차,소형,1,0,1,0,0,37.82176456,126.98835179
부천시,2014   ,2014-10-25 15시,주간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,화물차,소형,1,0,1,0,0,37.53417846,126.81747837
평택시,2014   ,2014-10-25 04시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.06043423,127.06506792
고양시,2014   ,2014-10-24 23시,야간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,보행자,보행자,1,0,1,0,0,37.6155237,126.83474011
수원시,2014   ,2014-10-23 22시,야간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,자전거,자전거,승용차,소형,1,0,1,0,0,37.24810031,127.06781409
성남시,2014   ,2014-10-22 17시,주간,수요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.46184731,127.17224572
양평군,2014   ,2014-10-22 12시,주간,수요일,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,대형,승용차,대형,3,1,4,0,0,37.53676442,127.35465226
안성시,2014   ,2014-10-22 01시,야간,수요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1,0,1,0,0,36.99867706,127.23261839
성남시,2014   ,2014-10-21 21시,야간,화요일,차대사람,기타,신호위반,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.39816554,127.11271109
성남시,2014   ,2014-10-21 20시,야간,화요일,차대사람,보도통행중,신호위반,단일로,횡단보도상,승합차,대형,보행자,보행자,1,0,1,0,0,37.4146288,127.14866386
구리시,2014   ,2014-10-20 03시,야간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1,0,1,0,0,37.57357115,127.12965202
성남시,2014   ,2014-10-20 00시,야간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.40042139,127.09989836
고양시,2014   ,2014-10-17 08시,주간,금요일,차대사람,횡단중,과속,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,2,0,1,37.62184244,126.83801533
포천시,2014   ,2014-10-17 04시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,교량위,승용차,소형,보행자,보행자,1,0,1,0,0,37.84943224,127.1958056
포천시,2014   ,2014-10-16 18시,야간,목요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,농기계,농기계,1,1,2,0,0,38.01743981,127.19805175
양주시,2014   ,2014-10-16 06시,주간,목요일,차대차,진행중 추돌,안전운전 의무 불이행,교차로,교차로내,화물차,중형,승합차,대형,1,3,8,0,4,37.79116449,127.01594612
부천시,2014   ,2014-10-16 00시,야간,목요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,소형,1,1,2,0,0,37.52493271,126.8320258
김포시,2014   ,2014-10-15 18시,야간,수요일,차대사람,보도통행중,보행자 보호의무 위반,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.71456398,126.54409668
시흥시,2014   ,2014-10-15 06시,주간,수요일,차대차,진행중 추돌,기타(운전자법규위반),교차로,교차로부근,화물차,중형,자전거,자전거,1,0,1,0,0,37.33389872,126.74942009
용인시,2014   ,2014-10-15 00시,야간,수요일,차대차,정면충돌,중앙선 침범,교차로,교차로부근,승용차,중형,화물차,대형,1,1,2,0,0,37.26701533,127.13592944
수원시,2014   ,2014-10-14 23시,야간,화요일,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,1,1,2,0,0,37.29390905,127.02094434
화성시,2014   ,2014-10-14 21시,야간,화요일,차대차,기타,신호위반,교차로,교차로내,자전거,자전거,승용차,중형,1,0,1,0,0,37.21627917,127.05518068
오산시,2014   ,2014-10-14 17시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.14851515,127.06840396
이천시,2014   ,2014-10-14 04시,야간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.21863441,127.40333708
남양주시,2014   ,2014-10-13 18시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.7041575,127.19587845
수원시,2014   ,2014-10-13 18시,야간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.2765403,127.01676809
평택시,2014   ,2014-10-12 17시,주간,일요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.11715332,127.05337495
양평군,2014   ,2014-10-12 16시,주간,일요일,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1,0,1,0,0,37.63930046,127.62318416
수원시,2014   ,2014-10-12 14시,주간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,보행자,보행자,1,0,1,0,0,37.29696114,126.99831406
남양주시,2014   ,2014-10-12 06시,주간,일요일,차대사람,횡단중,신호위반,단일로,횡단보도상,승합차,대형,보행자,보행자,1,0,1,0,0,37.58268352,127.21382657
안양시,2014   ,2014-10-12 03시,야간,일요일,차대차,진행중 추돌,안전운전 의무 불이행,교차로,교차로내,승용차,중형,승용차,중형,1,3,5,0,1,37.39402229,126.9595504
용인시,2014   ,2014-10-11 00시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.33161307,127.10892154
수원시,2014   ,2014-10-11 00시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.25898483,126.97324869
파주시,2014   ,2014-10-10 18시,야간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.91539553,126.89773716
화성시,2014   ,2014-10-09 22시,야간,목요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0,37.09460202,126.96265208
의정부시,2014   ,2014-10-09 03시,야간,목요일,차대차,측면충돌,과속,교차로,교차로내,승용차,중형,승용차,소형,1,1,3,0,1,37.74359466,127.04816197
남양주시,2014   ,2014-10-08 20시,야간,수요일,차대사람,횡단중,중앙선 침범,단일로,기타단일로,승합차,중형,보행자,보행자,1,0,1,0,0,37.61819798,127.34461293
화성시,2014   ,2014-10-08 18시,야간,수요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,없음,없음,1,0,1,0,0,37.23730124,126.86222716
부천시,2014   ,2014-10-08 05시,야간,수요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,1,0,0,37.4804717,126.81516223
남양주시,2014   ,2014-10-08 05시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.60741843,127.17292227
남양주시,2014   ,2014-10-07 10시,주간,화요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승합차,중형,1,0,1,0,0,37.57973749,127.2417892
안성시,2014   ,2014-10-07 07시,주간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,소형,건설기계,건설기계,1,0,2,0,1,37.08019351,127.35775613
이천시,2014   ,2014-10-05 15시,주간,일요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,경형,이륜차,사발이,1,1,2,0,0,37.12991873,127.51981436
화성시,2014   ,2014-10-05 03시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,없음,없음,1,0,1,0,0,37.10972895,126.98943351
안산시,2014   ,2014-10-04 15시,주간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0,37.33765804,126.85994587
수원시,2014   ,2014-10-04 05시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.26475014,127.01899755
김포시,2014   ,2014-10-04 04시,야간,토요일,차대차,측면충돌,중앙선 침범,교차로,교차로부근,승용차,중형,승용차,중형,1,2,3,0,0,37.67881373,126.62721444
고양시,2014   ,2014-10-04 02시,야간,토요일,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,중형,승용차,중형,1,2,3,0,0,37.69898694,126.78105509
안양시,2014   ,2014-10-04 00시,야간,토요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.39468489,126.92609375
시흥시,2014   ,2014-10-03 21시,야간,금요일,차대차,기타,안전거리 미확보,교차로,교차로부근,특수차,대형,승용차,소형,2,1,4,0,1,37.36051299,126.7210487
수원시,2014   ,2014-10-03 05시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.27285436,127.05369755
화성시,2014   ,2014-10-01 18시,야간,수요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0,37.21469898,127.04496748
용인시,2014   ,2014-10-01 15시,주간,수요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,화물차,대형,1,1,2,0,0,37.32045767,127.10463407
화성시,2014   ,2014-10-01 15시,주간,수요일,차대차,기타,신호위반,교차로,교차로내,화물차,소형,건설기계,건설기계,1,1,2,0,0,37.18799998,126.68842765
평택시,2014   ,2014-09-30 19시,야간,화요일,차대차,측면충돌,신호위반,교차로,교차로내,이륜차,소형,승용차,소형,1,0,1,0,0,36.99672768,126.95330569
안성시,2014   ,2014-09-30 07시,주간,화요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,소형,1,1,2,0,0,37.0388797,127.29016269
여주시,2014   ,2014-09-29 23시,야간,월요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,중형,1,1,3,0,1,37.37040318,127.52667642
수원시,2014   ,2014-09-29 16시,주간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1,0,1,0,0,37.27523598,127.01743065
양평군,2014   ,2014-09-28 19시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.47897064,127.4606401
광주시,2014   ,2014-09-28 18시,야간,일요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,소형,승용차,경형,1,2,3,0,0,37.46592938,127.27130006
구리시,2014   ,2014-09-28 17시,주간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,보행자,보행자,1,1,2,0,0,37.60053701,127.13756172
이천시,2014   ,2014-09-27 16시,주간,토요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0,37.29371434,127.51815358
고양시,2014   ,2014-09-26 23시,야간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,3,4,7,0,0,37.65408467,126.8431481
이천시,2014   ,2014-09-25 09시,주간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,화물차,대형,없음,없음,1,0,1,0,0,37.28880279,127.49129046
고양시,2014   ,2014-09-25 04시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,소형,없음,없음,1,0,1,0,0,37.5820207,126.87593546
광주시,2014   ,2014-09-24 19시,야간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.32802534,127.33525679
이천시,2014   ,2014-09-24 11시,주간,수요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,대형,1,1,4,0,2,37.23046067,127.4284046
김포시,2014   ,2014-09-24 04시,야간,수요일,차대사람,보도통행중,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,1,0,1,0,0,37.64522929,126.66690657
화성시,2014   ,2014-09-23 21시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.26484615,126.87888943
김포시,2014   ,2014-09-22 22시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.64827012,126.58349926
화성시,2014   ,2014-09-22 21시,야간,월요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.18604179,126.7265058
김포시,2014   ,2014-09-22 07시,주간,월요일,차대차,기타,안전운전 의무 불이행,단일로,횡단보도부근,승용차,대형,화물차,중형,1,4,7,2,0,37.68157109,126.62105818
수원시,2014   ,2014-09-21 11시,주간,일요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,자전거,자전거,1,0,1,0,0,37.27300314,126.98593049
성남시,2014   ,2014-09-21 02시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,2,0,4,2,0,37.41269582,127.12108889
양평군,2014   ,2014-09-20 14시,주간,토요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,소형,승합차,소형,1,0,1,0,0,37.48551077,127.58190513
성남시,2014   ,2014-09-20 04시,야간,토요일,차대사람,차도통행중,안전운전 의무 불이행,기타/불명,기타/불명,승용차,대형,보행자,보행자,1,0,1,0,0,37.43170383,127.12899572
수원시,2014   ,2014-09-20 01시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.26662948,127.03362493
화성시,2014   ,2014-09-19 23시,야간,금요일,차대사람,보도통행중,보행자 보호의무 위반,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.19821954,126.76616898
양주시,2014   ,2014-09-19 11시,주간,금요일,차대차,기타,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,자전거,자전거,1,0,1,0,0,37.78433476,127.08249492
포천시,2014   ,2014-09-19 06시,주간,금요일,차대차,진행중 추돌,신호위반,교차로,교차로내,승용차,소형,승용차,중형,1,1,2,0,0,37.86148106,127.17168902
포천시,2014   ,2014-09-19 04시,야간,금요일,차대차,기타,안전운전 의무 불이행,교차로,교차로내,승용차,중형,자전거,자전거,1,0,1,0,0,37.81946093,127.13752785
김포시,2014   ,2014-09-18 18시,야간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,자전거,자전거,1,0,1,0,0,37.68126012,126.60964185
시흥시,2014   ,2014-09-18 13시,주간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.33548563,126.74666119
남양주시,2014   ,2014-09-18 02시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,없음,없음,1,0,1,0,0,37.59074821,127.17137545
평택시,2014   ,2014-09-17 22시,야간,수요일,차량단독,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,1,0,1,0,0,37.0375682,127.02365027
고양시,2014   ,2014-09-17 14시,주간,수요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,대형,1,1,2,0,0,37.59729203,126.85794364
가평군,2014   ,2014-09-17 11시,주간,수요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,소형,1,0,1,0,0,37.82729134,127.51480634
시흥시,2014   ,2014-09-17 04시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.34476876,126.74792324
남양주시,2014   ,2014-09-16 21시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0,37.71442413,127.18238017
안양시,2014   ,2014-09-16 19시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,보행자,보행자,1,0,1,0,0,37.3962067,126.92024123
가평군,2014   ,2014-09-16 11시,주간,화요일,차대사람,기타,보행자 보호의무 위반,교차로,교차로부근,건설기계,건설기계,보행자,보행자,1,0,1,0,0,37.83096889,127.51321614
양주시,2014   ,2014-09-16 08시,주간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,화물차,중형,1,0,1,0,0,37.80580021,126.96752574
가평군,2014   ,2014-09-15 18시,야간,월요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,경형,1,0,1,0,0,37.88369862,127.36371879
안양시,2014   ,2014-09-15 02시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,경형,보행자,보행자,1,0,1,0,0,37.39498651,126.97550692
안산시,2014   ,2014-09-14 19시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.27559865,126.56931317
안양시,2014   ,2014-09-14 18시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.4189629,126.92324146
안산시,2014   ,2014-09-14 02시,야간,일요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.3339065,126.84805722
파주시,2014   ,2014-09-13 16시,주간,토요일,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,소형,승용차,소형,1,0,1,0,0,37.75439503,126.7832437
파주시,2014   ,2014-09-12 13시,주간,금요일,차대차,기타,중앙선 침범,기타/불명,기타/불명,화물차,중형,화물차,중형,1,4,5,0,0,37.76274346,126.85872995
여주시,2014   ,2014-09-12 02시,야간,금요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,없음,없음,1,0,1,0,0,37.38065695,127.63680019
화성시,2014   ,2014-09-11 10시,주간,목요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,없음,없음,1,0,1,0,0,37.21249967,127.03112946
남양주시,2014   ,2014-09-10 11시,주간,수요일,차대차,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,이륜차,중형,1,0,1,0,0,37.55499511,127.23760629
김포시,2014   ,2014-09-10 04시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.69158502,126.59724617
수원시,2014   ,2014-09-07 21시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.29557399,127.01586785
남양주시,2014   ,2014-09-07 17시,주간,일요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,대형,이륜차,대형,1,0,1,0,0,37.54005837,127.25812431
안양시,2014   ,2014-09-07 04시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,1,0,1,0,0,37.39142929,126.97419866
용인시,2014   ,2014-09-06 00시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.23313883,127.21036183
안산시,2014   ,2014-09-05 19시,야간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,교량위,승용차,중형,자전거,자전거,1,0,1,0,0,37.31387896,126.7394963
화성시,2014   ,2014-09-05 12시,주간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,원동기장치자전거,원동기장치자전거,1,1,2,0,0,37.16753035,126.70788455
이천시,2014   ,2014-09-05 04시,야간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,중형,1,0,2,0,1,37.19617892,127.44296143
수원시,2014   ,2014-09-05 03시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.27017926,127.01086476
수원시,2014   ,2014-09-04 11시,주간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0,37.24399642,127.02705581
안성시,2014   ,2014-09-03 17시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,36.98135392,127.26814048
용인시,2014   ,2014-09-03 01시,야간,수요일,차량단독,공작물충돌,과속,단일로,기타단일로,승합차,소형,없음,없음,2,1,7,0,4,37.29149913,127.11933959
성남시,2014   ,2014-09-02 22시,야간,화요일,차대사람,횡단중,신호위반,교차로,교차로부근,승합차,대형,보행자,보행자,1,0,1,0,0,37.44676866,127.14461325
용인시,2014   ,2014-09-02 12시,주간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,경형,건설기계,건설기계,1,1,2,0,0,37.20829152,127.23538552
연천군,2014   ,2014-09-02 05시,야간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,1,4,1,1,38.18097396,127.07770674
하남시,2014   ,2014-08-30 23시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,2,0,1,37.5449428,127.16862205
시흥시,2014   ,2014-08-28 14시,주간,목요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,1,0,0,37.32801526,126.73155425
포천시,2014   ,2014-08-28 06시,주간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,0,3,1,1,38.03361637,127.21183032
안산시,2014   ,2014-08-28 05시,야간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,자전거,자전거,1,1,2,0,0,37.31789241,126.8135929
양주시,2014   ,2014-08-28 00시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,없음,없음,1,0,1,0,0,37.84675476,127.05411425
용인시,2014   ,2014-08-27 23시,야간,수요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,0,1,0,0,37.30659918,127.10339765
군포시,2014   ,2014-08-27 22시,야간,수요일,차대차,측면충돌,신호위반,교차로,교차로내,승합차,소형,이륜차,중형,1,0,1,0,0,37.35749276,126.93139067
파주시,2014   ,2014-08-27 17시,주간,수요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,소형,화물차,소형,1,0,1,0,0,37.84700068,126.77829054
고양시,2014   ,2014-08-27 10시,주간,수요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,화물차,대형,1,0,2,0,1,37.61786328,126.7982784
안산시,2014   ,2014-08-26 15시,주간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,중형,1,0,3,0,2,37.33645513,126.86252991
고양시,2014   ,2014-08-25 15시,주간,월요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,자전거,자전거,1,0,1,0,0,37.69053307,126.75929176
여주시,2014   ,2014-08-25 04시,야간,월요일,차대차,기타,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,중형,1,0,1,0,0,37.28646283,127.61891764
수원시,2014   ,2014-08-24 20시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.29097368,126.98519902
안양시,2014   ,2014-08-24 19시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.39102543,126.96654214
광주시,2014   ,2014-08-24 05시,야간,일요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,중형,1,0,3,0,2,37.30458647,127.33337835
파주시,2014   ,2014-08-23 21시,야간,토요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,건설기계,건설기계,1,0,2,0,1,37.74838849,126.79607148
