시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수,WGS84위도,WGS84경도
동두천시,2017   ,2017-12-31 20시,야간,일요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1,1,11,0,9,37.8863311,127.05652544
용인시,2017   ,2017-12-31 00시,야간,일요일,차대사람,차도통행중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.31227618,127.08449894
포천시,2017   ,2017-12-30 07시,주간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0,37.94378208,127.23357807
시흥시,2017   ,2017-12-29 21시,야간,금요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,1,0,0,37.44234015,126.82856672
가평군,2017   ,2017-12-29 20시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,1,0,2,1,0,37.68040209,127.48641369
화성시,2017   ,2017-12-29 20시,야간,금요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승합차,승합차,1,0,2,0,1,37.16135379,127.10532908
구리시,2017   ,2017-12-29 10시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,1,0,0,37.63653371,127.13368069
수원시,2017   ,2017-12-29 05시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.27820353,127.02910917
화성시,2017   ,2017-12-29 02시,야간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1,1,2,0,0,37.20793549,127.10983115
동두천시,2017   ,2017-12-28 22시,야간,목요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.90991777,127.02413329
평택시,2017   ,2017-12-27 23시,야간,수요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0,36.99388733,127.08173102
포천시,2017   ,2017-12-27 21시,야간,수요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,2,1,0,37.83247064,127.13582779
용인시,2017   ,2017-12-27 20시,야간,수요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승합차,승합차,1,1,2,0,0,37.2558256,127.23673045
양주시,2017   ,2017-12-27 12시,주간,수요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,승용차,승용차,1,0,1,0,0,37.82483311,127.05125776
안성시,2017   ,2017-12-27 08시,주간,수요일,차대차,추돌,안전거리 미확보,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,5,0,4,37.00578343,127.19289457
용인시,2017   ,2017-12-27 06시,주간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.17488082,127.18224216
고양시,2017   ,2017-12-26 03시,야간,화요일,차량단독,공작물충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0,37.68286824,126.68756852
화성시,2017   ,2017-12-25 14시,주간,월요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1,0,2,0,1,37.11640046,126.98136317
파주시,2017   ,2017-12-25 10시,주간,월요일,차대사람,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.8643377,126.78059988
양평군,2017   ,2017-12-23 19시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.49069496,127.50238685
의정부시,2017   ,2017-12-23 16시,주간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0,37.75619702,127.07533086
수원시,2017   ,2017-12-22 19시,야간,금요일,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.28580073,127.01533257
수원시,2017   ,2017-12-22 14시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.27879445,126.99957396
오산시,2017   ,2017-12-22 10시,주간,금요일,차대차,기타,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,승합차,승합차,1,0,1,0,0,37.16220199,127.06440668
평택시,2017   ,2017-12-22 05시,야간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,화물차,화물차,1,0,1,0,0,37.0652703,127.06627764
시흥시,2017   ,2017-12-22 05시,야간,금요일,차대사람,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.35092576,126.74237449
안산시,2017   ,2017-12-21 00시,야간,목요일,차대차,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,승용차,승용차,1,0,1,0,0,37.32796132,126.78925594
시흥시,2017   ,2017-12-20 19시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.4468164,126.79696243
의정부시,2017   ,2017-12-20 05시,야간,수요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,기타,기타,1,0,1,0,0,37.74199431,127.04685508
안성시,2017   ,2017-12-19 19시,야간,화요일,차대사람,횡단중,신호위반,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.01030169,127.21920153
동두천시,2017   ,2017-12-18 21시,야간,월요일,차대사람,횡단중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.90486765,127.05807498
포천시,2017   ,2017-12-15 22시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.88142511,127.18756615
포천시,2017   ,2017-12-15 20시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.908944,127.30042277
양주시,2017   ,2017-12-15 17시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.88448429,126.97967348
부천시,2017   ,2017-12-15 07시,주간,금요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.48285775,126.78431884
남양주시,2017   ,2017-12-15 03시,야간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,1,0,0,37.60066008,127.15455411
평택시,2017   ,2017-12-15 02시,야간,금요일,차대사람,차도통행중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.03304286,127.13849982
화성시,2017   ,2017-12-14 14시,주간,목요일,차대차,기타,중앙선 침범,교차로,교차로부근,화물차,화물차,승용차,승용차,1,0,2,0,1,37.19802633,126.87554982
안성시,2017   ,2017-12-14 07시,주간,목요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,2,0,1,37.09151592,127.47029346
화성시,2017   ,2017-12-14 04시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0,37.07029543,126.85011813
김포시,2017   ,2017-12-13 04시,야간,수요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0,37.64666843,126.56659531
이천시,2017   ,2017-12-12 15시,주간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1,0,1,0,0,37.15836235,127.43860879
광주시,2017   ,2017-12-10 05시,야간,일요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승합차,승합차,1,0,3,0,2,37.45025657,127.27095546
광주시,2017   ,2017-12-09 06시,주간,토요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,1,1,2,0,0,37.42176338,127.2583584
안양시,2017   ,2017-12-09 02시,야간,토요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.39456207,126.97532912
고양시,2017   ,2017-12-08 23시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,1,2,0,0,37.68774545,126.87055926
용인시,2017   ,2017-12-08 21시,야간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.25491508,127.16529577
수원시,2017   ,2017-12-08 16시,주간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0,37.28667831,127.00955088
부천시,2017   ,2017-12-08 09시,주간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.49146426,126.7752211
평택시,2017   ,2017-12-08 06시,주간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,1,0,1,0,0,36.96738599,127.04994877
시흥시,2017   ,2017-12-08 05시,야간,금요일,차대차,측면충돌,중앙선 침범,단일로,고가도로위,승용차,승용차,승용차,승용차,2,2,9,0,5,37.35809854,126.7184991
수원시,2017   ,2017-12-08 01시,야간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,1,2,0,0,37.27380104,127.01042399
평택시,2017   ,2017-12-07 23시,야간,목요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1,1,5,0,3,37.04028164,126.98485001
군포시,2017   ,2017-12-07 18시,야간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0,37.33238599,126.93444715
성남시,2017   ,2017-12-06 20시,야간,수요일,차대사람,횡단중,신호위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0,37.41469891,127.13902413
부천시,2017   ,2017-12-06 18시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.48302071,126.80865792
화성시,2017   ,2017-12-05 23시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0,37.19949089,127.06376431
화성시,2017   ,2017-12-04 07시,주간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0,37.24509542,126.94970141
용인시,2017   ,2017-12-03 21시,야간,일요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,화물차,화물차,1,1,2,0,0,37.17283253,127.35026072
시흥시,2017   ,2017-12-02 01시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,2,5,1,1,37.42766314,126.79102701
하남시,2017   ,2017-12-01 06시,주간,금요일,차대차,정면충돌,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.53543678,127.21476557
광명시,2017   ,2017-12-01 05시,야간,금요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,건설기계,건설기계,1,0,1,0,0,37.48898783,126.86993459
시흥시,2017   ,2017-12-01 00시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,3,0,2,37.32963053,126.67171353
수원시,2017   ,2017-12-01 00시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0,37.2513536,127.03432801
수원시,2017   ,2017-11-30 15시,주간,목요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.30313831,126.96997324
안산시,2017   ,2017-11-29 12시,주간,수요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1,4,5,0,0,37.34029468,126.8641457
군포시,2017   ,2017-11-29 04시,야간,수요일,차대차,기타,안전운전 의무 불이행,단일로,교량위,승용차,승용차,승용차,승용차,1,0,1,0,0,37.34555242,126.9245373
김포시,2017   ,2017-11-29 01시,야간,수요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.64226625,126.71725457
부천시,2017   ,2017-11-28 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.53223763,126.80156012
수원시,2017   ,2017-11-28 17시,주간,화요일,차대차,추돌,안전운전 의무 불이행,단일로,교량위,화물차,화물차,승용차,승용차,1,1,5,0,3,37.26362906,127.00076828
광주시,2017   ,2017-11-27 16시,주간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,1,2,0,0,37.32065043,127.34073557
부천시,2017   ,2017-11-26 19시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,1,2,0,0,37.48332719,126.77851196
양주시,2017   ,2017-11-26 14시,주간,일요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.82209409,127.04914957
양주시,2017   ,2017-11-25 16시,주간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,1,0,1,0,0,37.7716908,127.06546589
안성시,2017   ,2017-11-24 18시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0,37.07836628,127.43195678
남양주시,2017   ,2017-11-24 17시,주간,금요일,차대차,기타,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1,0,1,0,0,37.72733965,127.30155795
화성시,2017   ,2017-11-24 08시,주간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0,37.15060366,126.96195203
수원시,2017   ,2017-11-24 01시,야간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,1,0,1,0,0,37.29170666,127.02918297
수원시,2017   ,2017-11-23 21시,야간,목요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,개인형이동수단(PM),개인형이동수단(PM),없음,없음,1,0,1,0,0,37.24708592,127.026484
화성시,2017   ,2017-11-23 17시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.20560202,127.01718695
안양시,2017   ,2017-11-23 06시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.38198568,126.93569013
이천시,2017   ,2017-11-22 18시,야간,수요일,차대차,기타,신호위반,교차로,교차로부근,승용차,승용차,승용차,승용차,2,1,6,0,3,37.11453381,127.60254108
포천시,2017   ,2017-11-22 13시,주간,수요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1,0,1,0,0,37.76818014,127.20348489
용인시,2017   ,2017-11-22 08시,주간,수요일,차대사람,횡단중,신호위반,교차로,교차로내,승합차,승합차,보행자,보행자,1,0,1,0,0,37.32698463,127.06630167
여주시,2017   ,2017-11-22 07시,주간,수요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,없음,없음,1,0,1,0,0,37.37945599,127.41985947
포천시,2017   ,2017-11-21 22시,야간,화요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0,37.78199148,127.11981343
평택시,2017   ,2017-11-21 22시,야간,화요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0,37.07683274,127.05817914
하남시,2017   ,2017-11-21 18시,야간,화요일,차대사람,횡단중,중앙선 침범,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.52252965,127.20034046
의정부시,2017   ,2017-11-21 15시,주간,화요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,승용차,승용차,1,1,3,0,1,37.72675559,127.06429874
화성시,2017   ,2017-11-21 14시,주간,화요일,차대차,기타,안전거리 미확보,단일로,기타단일로,승용차,승용차,승합차,승합차,1,0,5,0,4,37.18298187,127.09559545
평택시,2017   ,2017-11-21 13시,주간,화요일,차대차,기타,안전거리 미확보,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,6,0,5,36.99280071,127.12907077
고양시,2017   ,2017-11-21 06시,주간,화요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,화물차,화물차,1,0,4,3,0,37.63962234,126.76008089
안산시,2017   ,2017-11-20 06시,주간,월요일,차대사람,보도통행중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.27383026,126.86143412
평택시,2017   ,2017-11-20 06시,주간,월요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,36.99655823,127.06985989
오산시,2017   ,2017-11-19 18시,야간,일요일,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.16600997,127.0679666
안성시,2017   ,2017-11-19 18시,야간,일요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,1,0,0,37.05079613,127.36401905
포천시,2017   ,2017-11-18 18시,야간,토요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,0,2,0,1,37.96881762,127.31730419
안성시,2017   ,2017-11-18 13시,주간,토요일,차대차,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,1,0,1,0,0,37.02688283,127.23654452
김포시,2017   ,2017-11-18 02시,야간,토요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,1,2,0,0,37.66997965,126.64426959
남양주시,2017   ,2017-11-16 23시,야간,목요일,차대차,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,승합차,승합차,1,0,1,0,0,37.55550845,127.23741202
파주시,2017   ,2017-11-16 22시,야간,목요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0,37.94776937,126.93208459
남양주시,2017   ,2017-11-16 04시,야간,목요일,차대차,기타,중앙선 침범,단일로,고가도로위,승용차,승용차,승용차,승용차,1,1,2,0,0,37.74397437,127.19788355
김포시,2017   ,2017-11-16 00시,야간,목요일,차대차,정면충돌,중앙선 침범,단일로,터널안,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.64177298,126.6599517
부천시,2017   ,2017-11-15 14시,주간,수요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0,37.51994666,126.77519463
수원시,2017   ,2017-11-14 23시,야간,화요일,차대차,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1,0,1,0,0,37.28542648,127.02755249
안산시,2017   ,2017-11-14 19시,야간,화요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.31304967,126.81474289
고양시,2017   ,2017-11-14 17시,주간,화요일,차대차,측면충돌,신호위반,교차로,교차로내,승합차,승합차,이륜차,이륜차,1,0,1,0,0,37.68146782,126.81323921
용인시,2017   ,2017-11-14 13시,주간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,승합차,승합차,2,1,3,0,0,37.15889061,127.31418084
남양주시,2017   ,2017-11-14 05시,야간,화요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,승용차,승용차,1,0,1,0,0,37.65561845,127.12613854
성남시,2017   ,2017-11-13 10시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0,37.45811581,127.17230724
성남시,2017   ,2017-11-12 23시,야간,일요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,보행자,보행자,1,0,1,0,0,37.44202398,127.14346
파주시,2017   ,2017-11-12 07시,주간,일요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1,0,1,0,0,37.83009577,126.84681803
김포시,2017   ,2017-11-12 06시,주간,일요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,1,0,0,37.60797552,126.74424987
고양시,2017   ,2017-11-11 12시,주간,토요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0,37.64870253,126.86766955
남양주시,2017   ,2017-11-11 05시,야간,토요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,화물차,화물차,1,0,1,0,0,37.65181945,127.31433122
광주시,2017   ,2017-11-10 22시,야간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.47026393,127.31156946
여주시,2017   ,2017-11-10 11시,주간,금요일,차량단독,전복,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,1,1,2,0,0,37.37877068,127.4528988
광주시,2017   ,2017-11-10 02시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1,0,1,0,0,37.35616181,127.32554078
성남시,2017   ,2017-11-07 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,1,0,1,0,0,37.45073121,127.16502446
김포시,2017   ,2017-11-07 07시,주간,화요일,차대사람,횡단중,신호위반,단일로,기타단일로,승합차,승합차,보행자,보행자,1,1,2,0,0,37.64174706,126.63025527
고양시,2017   ,2017-11-05 18시,야간,일요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.62309308,126.84569862
의정부시,2017   ,2017-11-04 13시,주간,토요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.71291745,127.05153646
남양주시,2017   ,2017-11-04 10시,주간,토요일,차대차,기타,안전운전 의무 불이행,기타,기타,화물차,화물차,이륜차,이륜차,1,0,1,0,0,37.55458981,127.23774357
용인시,2017   ,2017-11-03 13시,주간,금요일,차량단독,전복,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1,0,1,0,0,37.32445148,127.11026795
양주시,2017   ,2017-11-03 12시,주간,금요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1,0,1,0,0,37.76798945,126.96340295
이천시,2017   ,2017-11-02 00시,야간,목요일,차대차,기타,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,승용차,승용차,1,0,1,0,0,37.28231932,127.447296
안산시,2017   ,2017-11-01 14시,주간,수요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,1,0,1,0,0,37.28285575,126.8619219
수원시,2017   ,2017-11-01 04시,야간,수요일,차대차,추돌,안전운전 의무 불이행,기타,기타,이륜차,이륜차,화물차,화물차,1,0,1,0,0,37.23526661,127.02373951
포천시,2017   ,2017-10-31 20시,야간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.95246537,127.23930625
부천시,2017   ,2017-10-31 05시,야간,화요일,차대차,측면충돌,차로위반(진로변경 위반),단일로,교량위,화물차,화물차,승용차,승용차,1,2,4,0,1,37.51474299,126.74989944
안산시,2017   ,2017-10-31 03시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.36101421,126.87541013
용인시,2017   ,2017-10-30 07시,주간,월요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,건설기계,건설기계,1,1,2,0,0,37.23292233,127.2293471
용인시,2017   ,2017-10-30 00시,야간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1,0,1,0,0,37.25442365,127.09722112
양평군,2017   ,2017-10-28 21시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,2,0,2,0,0,37.52782888,127.47642525
파주시,2017   ,2017-10-27 23시,야간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.82986162,126.80741159
고양시,2017   ,2017-10-27 21시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0,37.66853187,126.84782845
광주시,2017   ,2017-10-26 17시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.34276019,127.33971797
양주시,2017   ,2017-10-26 04시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0,37.82052963,127.04779563
평택시,2017   ,2017-10-25 18시,야간,수요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,1,0,1,0,0,36.94207958,127.03284781
포천시,2017   ,2017-10-24 20시,야간,화요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0,37.96099933,127.32051103
용인시,2017   ,2017-10-23 18시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.34092428,127.17435249
파주시,2017   ,2017-10-23 09시,주간,월요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,3,0,2,37.81731012,126.78241991
수원시,2017   ,2017-10-22 14시,주간,일요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,2,2,4,0,0,37.25548866,126.96548084
군포시,2017   ,2017-10-22 04시,야간,일요일,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,이륜차,이륜차,승합차,승합차,1,0,2,0,1,37.32307487,126.93636797
시흥시,2017   ,2017-10-22 01시,야간,일요일,차대사람,횡단중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0,37.36223774,126.73673874
포천시,2017   ,2017-10-21 16시,주간,토요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,1,2,0,0,38.00995259,127.23656253
구리시,2017   ,2017-10-21 16시,주간,토요일,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,2,0,2,0,0,37.62998508,127.14088669
